"GISJOIN","YEAR","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","BLKGRPA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","SUBMCDA","SDELMA","SDSECA","SDUNIA","PUMA5A","BTTRA","BTBGA","NAME_E","JOIE001","NAME_M","JOIM001"
"G5107900","2006-2010",NA,NA,"Virginia",51,"Staunton",790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staunton city, Virginia",42724,"Staunton city, Virginia",3117
"G5108000","2006-2010",NA,NA,"Virginia",51,"Suffolk",800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suffolk city, Virginia",65104,"Suffolk city, Virginia",2834
"G5108100","2006-2010",NA,NA,"Virginia",51,"Virginia Beach",810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Virginia Beach city, Virginia",64618,"Virginia Beach city, Virginia",1005
"G5108200","2006-2010",NA,NA,"Virginia",51,"Waynesboro",820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Waynesboro city, Virginia",40977,"Waynesboro city, Virginia",2511
"G5108300","2006-2010",NA,NA,"Virginia",51,"Williamsburg",830,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Williamsburg city, Virginia",50794,"Williamsburg city, Virginia",5115
"G5108400","2006-2010",NA,NA,"Virginia",51,"Winchester",840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winchester city, Virginia",44873,"Winchester city, Virginia",2868
"G5300010","2006-2010",NA,NA,"Washington",53,"Adams",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adams County, Washington",40829,"Adams County, Washington",1729
"G5300030","2006-2010",NA,NA,"Washington",53,"Asotin",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asotin County, Washington",41665,"Asotin County, Washington",2375
"G5300050","2006-2010",NA,NA,"Washington",53,"Benton",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benton County, Washington",57354,"Benton County, Washington",1509
"G5300070","2006-2010",NA,NA,"Washington",53,"Chelan",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chelan County, Washington",48674,"Chelan County, Washington",1996
"G5300090","2006-2010",NA,NA,"Washington",53,"Clallam",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clallam County, Washington",44398,"Clallam County, Washington",1946
"G5300110","2006-2010",NA,NA,"Washington",53,"Clark",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clark County, Washington",58262,"Clark County, Washington",1106
"G5300130","2006-2010",NA,NA,"Washington",53,"Columbia",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia County, Washington",43611,"Columbia County, Washington",8122
"G5300150","2006-2010",NA,NA,"Washington",53,"Cowlitz",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cowlitz County, Washington",45877,"Cowlitz County, Washington",1602
"G5300170","2006-2010",NA,NA,"Washington",53,"Douglas",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Douglas County, Washington",48708,"Douglas County, Washington",2525
"G5300190","2006-2010",NA,NA,"Washington",53,"Ferry",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ferry County, Washington",35485,"Ferry County, Washington",3080
"G5300210","2006-2010",NA,NA,"Washington",53,"Franklin",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Franklin County, Washington",47749,"Franklin County, Washington",2251
"G5300230","2006-2010",NA,NA,"Washington",53,"Garfield",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garfield County, Washington",42269,"Garfield County, Washington",5884
"G5300250","2006-2010",NA,NA,"Washington",53,"Grant",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant County, Washington",42572,"Grant County, Washington",1539
"G5300270","2006-2010",NA,NA,"Washington",53,"Grays Harbor",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grays Harbor County, Washington",41899,"Grays Harbor County, Washington",1429
"G5300290","2006-2010",NA,NA,"Washington",53,"Island",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Island County, Washington",57190,"Island County, Washington",1742
"G5300310","2006-2010",NA,NA,"Washington",53,"Jefferson",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson County, Washington",46048,"Jefferson County, Washington",1618
"G5300330","2006-2010",NA,NA,"Washington",53,"King",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"King County, Washington",68065,"King County, Washington",656
"G5300350","2006-2010",NA,NA,"Washington",53,"Kitsap",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kitsap County, Washington",59549,"Kitsap County, Washington",1209
"G5300370","2006-2010",NA,NA,"Washington",53,"Kittitas",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kittitas County, Washington",41232,"Kittitas County, Washington",2670
"G5300390","2006-2010",NA,NA,"Washington",53,"Klickitat",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Klickitat County, Washington",37398,"Klickitat County, Washington",2893
"G5300410","2006-2010",NA,NA,"Washington",53,"Lewis",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis County, Washington",43874,"Lewis County, Washington",1774
"G5300430","2006-2010",NA,NA,"Washington",53,"Lincoln",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, Washington",45582,"Lincoln County, Washington",1884
"G5300450","2006-2010",NA,NA,"Washington",53,"Mason",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mason County, Washington",48104,"Mason County, Washington",2353
"G5300470","2006-2010",NA,NA,"Washington",53,"Okanogan",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Okanogan County, Washington",38551,"Okanogan County, Washington",2240
"G5300490","2006-2010",NA,NA,"Washington",53,"Pacific",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific County, Washington",39642,"Pacific County, Washington",2087
"G5300510","2006-2010",NA,NA,"Washington",53,"Pend Oreille",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pend Oreille County, Washington",38896,"Pend Oreille County, Washington",4679
"G5300530","2006-2010",NA,NA,"Washington",53,"Pierce",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pierce County, Washington",57869,"Pierce County, Washington",692
"G5300550","2006-2010",NA,NA,"Washington",53,"San Juan",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Juan County, Washington",50726,"San Juan County, Washington",1988
"G5300570","2006-2010",NA,NA,"Washington",53,"Skagit",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skagit County, Washington",54811,"Skagit County, Washington",1119
"G5300590","2006-2010",NA,NA,"Washington",53,"Skamania",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Skamania County, Washington",48704,"Skamania County, Washington",3760
"G5300610","2006-2010",NA,NA,"Washington",53,"Snohomish",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Snohomish County, Washington",66300,"Snohomish County, Washington",676
"G5300630","2006-2010",NA,NA,"Washington",53,"Spokane",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spokane County, Washington",47250,"Spokane County, Washington",695
"G5300650","2006-2010",NA,NA,"Washington",53,"Stevens",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stevens County, Washington",42845,"Stevens County, Washington",2091
"G5300670","2006-2010",NA,NA,"Washington",53,"Thurston",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thurston County, Washington",60930,"Thurston County, Washington",1046
"G5300690","2006-2010",NA,NA,"Washington",53,"Wahkiakum",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wahkiakum County, Washington",40372,"Wahkiakum County, Washington",2535
"G5300710","2006-2010",NA,NA,"Washington",53,"Walla Walla",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Walla Walla County, Washington",45575,"Walla Walla County, Washington",2141
"G5300730","2006-2010",NA,NA,"Washington",53,"Whatcom",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whatcom County, Washington",49031,"Whatcom County, Washington",1383
"G5300750","2006-2010",NA,NA,"Washington",53,"Whitman",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Whitman County, Washington",36368,"Whitman County, Washington",2145
"G5300770","2006-2010",NA,NA,"Washington",53,"Yakima",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yakima County, Washington",42877,"Yakima County, Washington",1205
"G5400010","2006-2010",NA,NA,"West Virginia",54,"Barbour",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Barbour County, West Virginia",31212,"Barbour County, West Virginia",2566
"G5400030","2006-2010",NA,NA,"West Virginia",54,"Berkeley",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berkeley County, West Virginia",52857,"Berkeley County, West Virginia",2182
"G5400050","2006-2010",NA,NA,"West Virginia",54,"Boone",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boone County, West Virginia",39783,"Boone County, West Virginia",2561
"G5400070","2006-2010",NA,NA,"West Virginia",54,"Braxton",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Braxton County, West Virginia",32158,"Braxton County, West Virginia",2745
"G5400090","2006-2010",NA,NA,"West Virginia",54,"Brooke",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brooke County, West Virginia",39475,"Brooke County, West Virginia",2027
"G5400110","2006-2010",NA,NA,"West Virginia",54,"Cabell",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cabell County, West Virginia",34492,"Cabell County, West Virginia",1554
"G5400130","2006-2010",NA,NA,"West Virginia",54,"Calhoun",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calhoun County, West Virginia",26922,"Calhoun County, West Virginia",2259
"G5400150","2006-2010",NA,NA,"West Virginia",54,"Clay",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay County, West Virginia",30789,"Clay County, West Virginia",5522
"G5400170","2006-2010",NA,NA,"West Virginia",54,"Doddridge",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Doddridge County, West Virginia",30019,"Doddridge County, West Virginia",3912
"G5400190","2006-2010",NA,NA,"West Virginia",54,"Fayette",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fayette County, West Virginia",31912,"Fayette County, West Virginia",1703
"G5400210","2006-2010",NA,NA,"West Virginia",54,"Gilmer",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gilmer County, West Virginia",29706,"Gilmer County, West Virginia",5594
"G5400230","2006-2010",NA,NA,"West Virginia",54,"Grant",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant County, West Virginia",35593,"Grant County, West Virginia",2877
"G5400250","2006-2010",NA,NA,"West Virginia",54,"Greenbrier",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greenbrier County, West Virginia",33732,"Greenbrier County, West Virginia",2184
"G5400270","2006-2010",NA,NA,"West Virginia",54,"Hampshire",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hampshire County, West Virginia",31792,"Hampshire County, West Virginia",1633
"G5400290","2006-2010",NA,NA,"West Virginia",54,"Hancock",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hancock County, West Virginia",38565,"Hancock County, West Virginia",1937
"G5400310","2006-2010",NA,NA,"West Virginia",54,"Hardy",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hardy County, West Virginia",31347,"Hardy County, West Virginia",3496
"G5400330","2006-2010",NA,NA,"West Virginia",54,"Harrison",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harrison County, West Virginia",39191,"Harrison County, West Virginia",1787
"G5400350","2006-2010",NA,NA,"West Virginia",54,"Jackson",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson County, West Virginia",41406,"Jackson County, West Virginia",4277
"G5400370","2006-2010",NA,NA,"West Virginia",54,"Jefferson",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson County, West Virginia",65603,"Jefferson County, West Virginia",3031
"G5400390","2006-2010",NA,NA,"West Virginia",54,"Kanawha",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kanawha County, West Virginia",42669,"Kanawha County, West Virginia",783
"G5400410","2006-2010",NA,NA,"West Virginia",54,"Lewis",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lewis County, West Virginia",33293,"Lewis County, West Virginia",1644
"G5400430","2006-2010",NA,NA,"West Virginia",54,"Lincoln",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, West Virginia",30868,"Lincoln County, West Virginia",2439
"G5400450","2006-2010",NA,NA,"West Virginia",54,"Logan",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan County, West Virginia",35465,"Logan County, West Virginia",1967
"G5400470","2006-2010",NA,NA,"West Virginia",54,"McDowell",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDowell County, West Virginia",22154,"McDowell County, West Virginia",1381
"G5400490","2006-2010",NA,NA,"West Virginia",54,"Marion",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marion County, West Virginia",38115,"Marion County, West Virginia",1864
"G5400510","2006-2010",NA,NA,"West Virginia",54,"Marshall",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marshall County, West Virginia",34419,"Marshall County, West Virginia",1291
"G5400530","2006-2010",NA,NA,"West Virginia",54,"Mason",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mason County, West Virginia",36027,"Mason County, West Virginia",2315
"G5400550","2006-2010",NA,NA,"West Virginia",54,"Mercer",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mercer County, West Virginia",32131,"Mercer County, West Virginia",1664
"G5400570","2006-2010",NA,NA,"West Virginia",54,"Mineral",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mineral County, West Virginia",36571,"Mineral County, West Virginia",2194
"G5400590","2006-2010",NA,NA,"West Virginia",54,"Mingo",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mingo County, West Virginia",32902,"Mingo County, West Virginia",4149
"G5400610","2006-2010",NA,NA,"West Virginia",54,"Monongalia",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monongalia County, West Virginia",39167,"Monongalia County, West Virginia",2040
"G5400630","2006-2010",NA,NA,"West Virginia",54,"Monroe",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monroe County, West Virginia",39574,"Monroe County, West Virginia",4451
"G5400650","2006-2010",NA,NA,"West Virginia",54,"Morgan",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan County, West Virginia",37281,"Morgan County, West Virginia",2632
"G5400670","2006-2010",NA,NA,"West Virginia",54,"Nicholas",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicholas County, West Virginia",38457,"Nicholas County, West Virginia",3514
"G5400690","2006-2010",NA,NA,"West Virginia",54,"Ohio",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ohio County, West Virginia",39669,"Ohio County, West Virginia",1969
"G5400710","2006-2010",NA,NA,"West Virginia",54,"Pendleton",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pendleton County, West Virginia",33323,"Pendleton County, West Virginia",4260
"G5400730","2006-2010",NA,NA,"West Virginia",54,"Pleasants",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pleasants County, West Virginia",38882,"Pleasants County, West Virginia",9991
"G5400750","2006-2010",NA,NA,"West Virginia",54,"Pocahontas",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pocahontas County, West Virginia",32161,"Pocahontas County, West Virginia",2046
"G5400770","2006-2010",NA,NA,"West Virginia",54,"Preston",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Preston County, West Virginia",40753,"Preston County, West Virginia",2060
"G5400790","2006-2010",NA,NA,"West Virginia",54,"Putnam",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Putnam County, West Virginia",52618,"Putnam County, West Virginia",2040
"G5400810","2006-2010",NA,NA,"West Virginia",54,"Raleigh",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raleigh County, West Virginia",38036,"Raleigh County, West Virginia",1917
"G5400830","2006-2010",NA,NA,"West Virginia",54,"Randolph",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Randolph County, West Virginia",36176,"Randolph County, West Virginia",2271
"G5400850","2006-2010",NA,NA,"West Virginia",54,"Ritchie",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ritchie County, West Virginia",32619,"Ritchie County, West Virginia",3887
"G5400870","2006-2010",NA,NA,"West Virginia",54,"Roane",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Roane County, West Virginia",27428,"Roane County, West Virginia",2372
"G5400890","2006-2010",NA,NA,"West Virginia",54,"Summers",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summers County, West Virginia",27720,"Summers County, West Virginia",1998
"G5400910","2006-2010",NA,NA,"West Virginia",54,"Taylor",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Taylor County, West Virginia",36956,"Taylor County, West Virginia",3388
"G5400930","2006-2010",NA,NA,"West Virginia",54,"Tucker",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tucker County, West Virginia",32712,"Tucker County, West Virginia",4079
"G5400950","2006-2010",NA,NA,"West Virginia",54,"Tyler",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tyler County, West Virginia",33496,"Tyler County, West Virginia",2885
"G5400970","2006-2010",NA,NA,"West Virginia",54,"Upshur",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upshur County, West Virginia",36114,"Upshur County, West Virginia",2464
