"","GEOID","NAME","variable","value"
"2445","56033","Sheridan County, Wyoming","P002001",29116
"2446","56035","Sublette County, Wyoming","P002001",10247
"2447","56037","Sweetwater County, Wyoming","P002001",43806
"2448","56039","Teton County, Wyoming","P002001",21294
"2449","56041","Uinta County, Wyoming","P002001",21118
"2450","56045","Weston County, Wyoming","P002001",7208
"2451","56043","Washakie County, Wyoming","P002001",8533
"2452","72001","Adjuntas Municipio, Puerto Rico","P002001",19483
"2453","72003","Aguada Municipio, Puerto Rico","P002001",41959
"2454","72015","Arroyo Municipio, Puerto Rico","P002001",19575
"2455","72017","Barceloneta Municipio, Puerto Rico","P002001",24816
"2456","72005","Aguadilla Municipio, Puerto Rico","P002001",60949
"2457","72007","Aguas Buenas Municipio, Puerto Rico","P002001",28659
"2458","72009","Aibonito Municipio, Puerto Rico","P002001",25900
"2459","72011","Añasco Municipio, Puerto Rico","P002001",29261
"2460","72013","Arecibo Municipio, Puerto Rico","P002001",96440
"2461","72019","Barranquitas Municipio, Puerto Rico","P002001",30318
"2462","72021","Bayamón Municipio, Puerto Rico","P002001",208116
"2463","72023","Cabo Rojo Municipio, Puerto Rico","P002001",50917
"2464","72025","Caguas Municipio, Puerto Rico","P002001",142893
"2465","72027","Camuy Municipio, Puerto Rico","P002001",35159
"2466","72029","Canóvanas Municipio, Puerto Rico","P002001",47648
"2467","51660","Harrisonburg city, Virginia","P002001",48914
"2468","51670","Hopewell city, Virginia","P002001",22591
"2469","51678","Lexington city, Virginia","P002001",7042
"2470","51680","Lynchburg city, Virginia","P002001",75568
"2471","51685","Manassas Park city, Virginia","P002001",14273
"2472","51683","Manassas city, Virginia","P002001",37821
"2473","51740","Portsmouth city, Virginia","P002001",95535
"2474","51700","Newport News city, Virginia","P002001",180719
"2475","51710","Norfolk city, Virginia","P002001",242803
"2476","51720","Norton city, Virginia","P002001",3958
"2477","51730","Petersburg city, Virginia","P002001",32420
"2478","51735","Poquoson city, Virginia","P002001",12150
"2479","51820","Waynesboro city, Virginia","P002001",21006
"2480","51750","Radford city, Virginia","P002001",16408
"2481","51760","Richmond city, Virginia","P002001",204214
"2482","51770","Roanoke city, Virginia","P002001",97032
"2483","51775","Salem city, Virginia","P002001",24802
"2484","51790","Staunton city, Virginia","P002001",23746
"2485","51800","Suffolk city, Virginia","P002001",84585
"2486","51810","Virginia Beach city, Virginia","P002001",437994
"2487","53017","Douglas County, Washington","P002001",38431
"2488","53003","Asotin County, Washington","P002001",21623
"2489","53007","Chelan County, Washington","P002001",72453
"2490","53005","Benton County, Washington","P002001",175177
"2491","51830","Williamsburg city, Virginia","P002001",14068
"2492","51840","Winchester city, Virginia","P002001",26203
"2493","53001","Adams County, Washington","P002001",18728
"2494","53009","Clallam County, Washington","P002001",71404
"2495","53011","Clark County, Washington","P002001",425363
"2496","53013","Columbia County, Washington","P002001",4078
"2497","53015","Cowlitz County, Washington","P002001",102410
"2498","53019","Ferry County, Washington","P002001",7551
"2499","53021","Franklin County, Washington","P002001",78163
"2500","53023","Garfield County, Washington","P002001",2266
"2501","72037","Ceiba Municipio, Puerto Rico","P002001",13631
"2502","72035","Cayey Municipio, Puerto Rico","P002001",48119
"2503","72031","Carolina Municipio, Puerto Rico","P002001",176762
"2504","72033","Cataño Municipio, Puerto Rico","P002001",28140
"2505","72039","Ciales Municipio, Puerto Rico","P002001",18782
"2506","72041","Cidra Municipio, Puerto Rico","P002001",43480
"2507","72043","Coamo Municipio, Puerto Rico","P002001",40512
"2508","72045","Comerío Municipio, Puerto Rico","P002001",20778
"2509","72049","Culebra Municipio, Puerto Rico","P002001",1818
"2510","72051","Dorado Municipio, Puerto Rico","P002001",38165
"2511","72053","Fajardo Municipio, Puerto Rico","P002001",36993
"2512","72054","Florida Municipio, Puerto Rico","P002001",12680
"2513","72047","Corozal Municipio, Puerto Rico","P002001",37142
"2514","72055","Guánica Municipio, Puerto Rico","P002001",19427
"2515","72057","Guayama Municipio, Puerto Rico","P002001",45362
"2516","72059","Guayanilla Municipio, Puerto Rico","P002001",21581
"2517","72061","Guaynabo Municipio, Puerto Rico","P002001",97924
"2518","72063","Gurabo Municipio, Puerto Rico","P002001",45369
"2519","72065","Hatillo Municipio, Puerto Rico","P002001",41953
"2520","72067","Hormigueros Municipio, Puerto Rico","P002001",17250
"2521","72069","Humacao Municipio, Puerto Rico","P002001",58466
"2522","72075","Juana Díaz Municipio, Puerto Rico","P002001",50747
"2523","72077","Juncos Municipio, Puerto Rico","P002001",40290
"2524","72071","Isabela Municipio, Puerto Rico","P002001",45631
"2525","72073","Jayuya Municipio, Puerto Rico","P002001",16642
"2526","72079","Lajas Municipio, Puerto Rico","P002001",25753
"2527","72081","Lares Municipio, Puerto Rico","P002001",30753
"2528","72083","Las Marías Municipio, Puerto Rico","P002001",9881
"2529","72089","Luquillo Municipio, Puerto Rico","P002001",20068
"2530","72091","Manatí Municipio, Puerto Rico","P002001",44113
"2531","72085","Las Piedras Municipio, Puerto Rico","P002001",38675
"2532","72087","Loíza Municipio, Puerto Rico","P002001",30060
"2533","13237","Putnam County, Georgia","P002001",21218
"2534","13239","Quitman County, Georgia","P002001",2513
"2535","13241","Rabun County, Georgia","P002001",16276
"2536","13243","Randolph County, Georgia","P002001",7719
"2537","13245","Richmond County, Georgia","P002001",200549
"2538","13247","Rockdale County, Georgia","P002001",85215
"2539","13249","Schley County, Georgia","P002001",5010
"2540","13251","Screven County, Georgia","P002001",14593
"2541","13253","Seminole County, Georgia","P002001",8729
"2542","13255","Spalding County, Georgia","P002001",64073
"2543","13275","Thomas County, Georgia","P002001",44720
"2544","13259","Stewart County, Georgia","P002001",6058
"2545","13261","Sumter County, Georgia","P002001",32819
"2546","13263","Talbot County, Georgia","P002001",6865
"2547","13271","Telfair County, Georgia","P002001",16500
"2548","13273","Terrell County, Georgia","P002001",9315
"2549","13265","Taliaferro County, Georgia","P002001",1717
"2550","13267","Tattnall County, Georgia","P002001",25520
"2551","13269","Taylor County, Georgia","P002001",8906
"2552","13291","Union County, Georgia","P002001",21356
"2553","13277","Tift County, Georgia","P002001",40118
"2554","13279","Toombs County, Georgia","P002001",27223
"2555","13281","Towns County, Georgia","P002001",10471
"2556","13283","Treutlen County, Georgia","P002001",6885
"2557","13285","Troup County, Georgia","P002001",67044
"2558","13287","Turner County, Georgia","P002001",8930
"2559","13289","Twiggs County, Georgia","P002001",9023
"2560","13303","Washington County, Georgia","P002001",21187
"2561","23001","Androscoggin County, Maine","P002001",107702
"2562","23003","Aroostook County, Maine","P002001",71870
"2563","23009","Hancock County, Maine","P002001",54418
"2564","22121","West Baton Rouge Parish, Louisiana","P002001",23788
"2565","22123","West Carroll Parish, Louisiana","P002001",11604
"2566","22125","West Feliciana Parish, Louisiana","P002001",15625
"2567","23005","Cumberland County, Maine","P002001",281674
"2568","23007","Franklin County, Maine","P002001",30768
"2569","23025","Somerset County, Maine","P002001",52228
"2570","23011","Kennebec County, Maine","P002001",122151
"2571","23013","Knox County, Maine","P002001",39736
"2572","23015","Lincoln County, Maine","P002001",34457
"2573","23017","Oxford County, Maine","P002001",57833
"2574","23019","Penobscot County, Maine","P002001",153923
"2575","23021","Piscataquis County, Maine","P002001",17535
"2576","23023","Sagadahoc County, Maine","P002001",35293
"2577","24017","Charles County, Maryland","P002001",146551
"2578","23027","Waldo County, Maine","P002001",38786
"2579","23029","Washington County, Maine","P002001",32856
"2580","23031","York County, Maine","P002001",197131
"2581","24001","Allegany County, Maryland","P002001",75087
"2582","24003","Anne Arundel County, Maryland","P002001",537656
"2583","24005","Baltimore County, Maryland","P002001",805029
"2584","24015","Cecil County, Maryland","P002001",101108
"2585","24013","Carroll County, Maryland","P002001",167134
"2586","24009","Calvert County, Maryland","P002001",88737
"2587","13293","Upson County, Georgia","P002001",27153
"2588","13295","Walker County, Georgia","P002001",68756
"2589","13297","Walton County, Georgia","P002001",83768
"2590","13299","Ware County, Georgia","P002001",36312
"2591","13301","Warren County, Georgia","P002001",5834
"2592","13319","Wilkinson County, Georgia","P002001",9563
"2593","13311","White County, Georgia","P002001",27144
"2594","13313","Whitfield County, Georgia","P002001",102599
"2595","13305","Wayne County, Georgia","P002001",30099
"2596","13307","Webster County, Georgia","P002001",2799
"2597","13309","Wheeler County, Georgia","P002001",7421
"2598","13315","Wilcox County, Georgia","P002001",9255
"2599","13317","Wilkes County, Georgia","P002001",10593
"2600","15009","Maui County, Hawaii","P002001",154834
"2601","13321","Worth County, Georgia","P002001",21679
"2602","15001","Hawaii County, Hawaii","P002001",185079
"2603","15003","Honolulu County, Hawaii","P002001",953207
"2604","15005","Kalawao County, Hawaii","P002001",90
"2605","15007","Kauai County, Hawaii","P002001",67091
"2606","27173","Yellow Medicine County, Minnesota","P002001",10438
"2607","16007","Bear Lake County, Idaho","P002001",5986
"2608","16009","Benewah County, Idaho","P002001",9285
"2609","16001","Ada County, Idaho","P002001",392365
"2610","16003","Adams County, Idaho","P002001",3976
"2611","16005","Bannock County, Idaho","P002001",82839
"2612","16011","Bingham County, Idaho","P002001",45607
"2613","16013","Blaine County, Idaho","P002001",21376
"2614","27169","Winona County, Minnesota","P002001",51461
"2615","27171","Wright County, Minnesota","P002001",124700
"2616","28011","Bolivar County, Mississippi","P002001",34145
"2617","28001","Adams County, Mississippi","P002001",32297
"2618","28003","Alcorn County, Mississippi","P002001",37057
"2619","28005","Amite County, Mississippi","P002001",13131
"2620","28007","Attala County, Mississippi","P002001",19564
"2621","28009","Benton County, Mississippi","P002001",8729
"2622","28027","Coahoma County, Mississippi","P002001",26151
"2623","28013","Calhoun County, Mississippi","P002001",14962
"2624","28015","Carroll County, Mississippi","P002001",10597
"2625","28017","Chickasaw County, Mississippi","P002001",17392
"2626","28019","Choctaw County, Mississippi","P002001",8547
"2627","28021","Claiborne County, Mississippi","P002001",9604
"2628","28023","Clarke County, Mississippi","P002001",16732
"2629","28025","Clay County, Mississippi","P002001",20634
"2630","28055","Issaquena County, Mississippi","P002001",1406
"2631","28029","Copiah County, Mississippi","P002001",29449
"2632","28031","Covington County, Mississippi","P002001",19568
"2633","28033","DeSoto County, Mississippi","P002001",161252
"2634","28069","Kemper County, Mississippi","P002001",10456
"2635","28065","Jefferson Davis County, Mississippi","P002001",12487
"2636","28035","Forrest County, Mississippi","P002001",74934
"2637","28037","Franklin County, Mississippi","P002001",8118
"2638","28039","George County, Mississippi","P002001",22578
"2639","28041","Greene County, Mississippi","P002001",14400
"2640","28043","Grenada County, Mississippi","P002001",21906
"2641","28045","Hancock County, Mississippi","P002001",43929
"2642","28047","Harrison County, Mississippi","P002001",187105
"2643","28049","Hinds County, Mississippi","P002001",245285
"2644","28051","Holmes County, Mississippi","P002001",19198
"2645","28053","Humphreys County, Mississippi","P002001",9375
"2646","28063","Jefferson County, Mississippi","P002001",7726
"2647","28067","Jones County, Mississippi","P002001",67761
"2648","28071","Lafayette County, Mississippi","P002001",47351
"2649","24011","Caroline County, Maryland","P002001",33066
"2650","24029","Kent County, Maryland","P002001",20197
"2651","24019","Dorchester County, Maryland","P002001",32618
"2652","24021","Frederick County, Maryland","P002001",233385
"2653","24023","Garrett County, Maryland","P002001",30097
"2654","24025","Harford County, Maryland","P002001",244826
"2655","24027","Howard County, Maryland","P002001",287085
"2656","24045","Wicomico County, Maryland","P002001",98733
"2657","24031","Montgomery County, Maryland","P002001",971777
"2658","24033","Prince George's County, Maryland","P002001",863420
"2659","24035","Queen Anne's County, Maryland","P002001",47798
"2660","24037","St. Mary's County, Maryland","P002001",105151
"2661","24039","Somerset County, Maryland","P002001",26470
"2662","24041","Talbot County, Maryland","P002001",37782
"2663","24043","Washington County, Maryland","P002001",147430
"2664","25005","Bristol County, Massachusetts","P002001",548285
"2665","24047","Worcester County, Maryland","P002001",51454
"2666","24510","Baltimore city, Maryland","P002001",620961
"2667","25001","Barnstable County, Massachusetts","P002001",215888
"2668","25007","Dukes County, Massachusetts","P002001",16535
"2669","25003","Berkshire County, Massachusetts","P002001",131219
"2670","25023","Plymouth County, Massachusetts","P002001",494919
"2671","25009","Essex County, Massachusetts","P002001",743159
"2672","25011","Franklin County, Massachusetts","P002001",71372
"2673","25013","Hampden County, Massachusetts","P002001",463490
"2674","25015","Hampshire County, Massachusetts","P002001",158080
"2675","25017","Middlesex County, Massachusetts","P002001",1503085
"2676","25019","Nantucket County, Massachusetts","P002001",10172
"2677","25021","Norfolk County, Massachusetts","P002001",670850
"2678","45075","Orangeburg County, South Carolina","P002001",92501
"2679","45077","Pickens County, South Carolina","P002001",119224
"2680","45089","Williamsburg County, South Carolina","P002001",34423
"2681","25025","Suffolk County, Massachusetts","P002001",722023
"2682","45067","Marion County, South Carolina","P002001",33062
"2683","45069","Marlboro County, South Carolina","P002001",28933
"2684","45071","Newberry County, South Carolina","P002001",37508
"2685","45079","Richland County, South Carolina","P002001",384504
"2686","45081","Saluda County, South Carolina","P002001",19875
"2687","45083","Spartanburg County, South Carolina","P002001",284307
"2688","45085","Sumter County, South Carolina","P002001",107456
"2689","45087","Union County, South Carolina","P002001",28961
"2690","46007","Bennett County, South Dakota","P002001",3431
"2691","45091","York County, South Carolina","P002001",226073
"2692","46003","Aurora County, South Dakota","P002001",2710
"2693","46011","Brookings County, South Dakota","P002001",31965
"2694","46015","Brule County, South Dakota","P002001",5255
"2695","46013","Brown County, South Dakota","P002001",36531
"2696","46005","Beadle County, South Dakota","P002001",17398
"2697","46009","Bon Homme County, South Dakota","P002001",7070
"2698","46027","Clay County, South Dakota","P002001",13864
"2699","46017","Buffalo County, South Dakota","P002001",1912
"2700","46019","Butte County, South Dakota","P002001",10110
"2701","46021","Campbell County, South Dakota","P002001",1466
"2702","46025","Clark County, South Dakota","P002001",3691
"2703","46023","Charles Mix County, South Dakota","P002001",9129
"2704","46043","Douglas County, South Dakota","P002001",3002
"2705","46029","Codington County, South Dakota","P002001",27227
"2706","46031","Corson County, South Dakota","P002001",4050
"2707","46033","Custer County, South Dakota","P002001",8216
"2708","46035","Davison County, South Dakota","P002001",19504
"2709","28073","Lamar County, Mississippi","P002001",55658
"2710","28095","Monroe County, Mississippi","P002001",36989
"2711","28057","Itawamba County, Mississippi","P002001",23401
"2712","28059","Jackson County, Mississippi","P002001",139668
"2713","28061","Jasper County, Mississippi","P002001",17062
"2714","28099","Neshoba County, Mississippi","P002001",29676
"2715","28103","Noxubee County, Mississippi","P002001",11545
"2716","28075","Lauderdale County, Mississippi","P002001",80261
"2717","28077","Lawrence County, Mississippi","P002001",12929
"2718","28079","Leake County, Mississippi","P002001",23805
"2719","28081","Lee County, Mississippi","P002001",82910
"2720","28083","Leflore County, Mississippi","P002001",32317
"2721","28085","Lincoln County, Mississippi","P002001",34869
"2722","28087","Lowndes County, Mississippi","P002001",59779
"2723","28089","Madison County, Mississippi","P002001",95203
"2724","28091","Marion County, Mississippi","P002001",27088
"2725","28093","Marshall County, Mississippi","P002001",37144
"2726","28097","Montgomery County, Mississippi","P002001",10925
"2727","28101","Newton County, Mississippi","P002001",21720
"2728","28105","Oktibbeha County, Mississippi","P002001",47671
"2729","31049","Deuel County, Nebraska","P002001",1941
"2730","31051","Dixon County, Nebraska","P002001",6000
"2731","31067","Gage County, Nebraska","P002001",22311
"2732","31053","Dodge County, Nebraska","P002001",36691
"2733","31055","Douglas County, Nebraska","P002001",517110
"2734","31063","Frontier County, Nebraska","P002001",2756
"2735","31065","Furnas County, Nebraska","P002001",4959
"2736","31057","Dundy County, Nebraska","P002001",2008
"2737","31059","Fillmore County, Nebraska","P002001",5890
"2738","31061","Franklin County, Nebraska","P002001",3225
"2739","31079","Hall County, Nebraska","P002001",58607
"2740","31069","Garden County, Nebraska","P002001",2057
"2741","31071","Garfield County, Nebraska","P002001",2049
"2742","31073","Gosper County, Nebraska","P002001",2044
"2743","31075","Grant County, Nebraska","P002001",614
"2744","31077","Greeley County, Nebraska","P002001",2538
"2745","31095","Jefferson County, Nebraska","P002001",7547
"2746","31081","Hamilton County, Nebraska","P002001",9124
"2747","31083","Harlan County, Nebraska","P002001",3423
"2748","31085","Hayes County, Nebraska","P002001",967
"2749","31087","Hitchcock County, Nebraska","P002001",2908
"2750","31089","Holt County, Nebraska","P002001",10435
"2751","31091","Hooker County, Nebraska","P002001",736
"2752","31093","Howard County, Nebraska","P002001",6274
"2753","31107","Knox County, Nebraska","P002001",8701
"2754","31097","Johnson County, Nebraska","P002001",5217
"2755","31099","Kearney County, Nebraska","P002001",6489
"2756","31101","Keith County, Nebraska","P002001",8368
"2757","31103","Keya Paha County, Nebraska","P002001",824
"2758","31105","Kimball County, Nebraska","P002001",3821
"2759","31129","Nuckolls County, Nebraska","P002001",4500
"2760","31109","Lancaster County, Nebraska","P002001",285407
"2761","31111","Lincoln County, Nebraska","P002001",36288
"2762","31113","Logan County, Nebraska","P002001",763
"2763","31115","Loup County, Nebraska","P002001",632
"2764","31117","McPherson County, Nebraska","P002001",539
"2765","31119","Madison County, Nebraska","P002001",34876
"2766","31121","Merrick County, Nebraska","P002001",7845
"2767","31123","Morrill County, Nebraska","P002001",5042
"2768","31127","Nemaha County, Nebraska","P002001",7248
"2769","31125","Nance County, Nebraska","P002001",3735
"2770","31141","Platte County, Nebraska","P002001",32237
"2771","46037","Day County, South Dakota","P002001",5710
"2772","46039","Deuel County, South Dakota","P002001",4364
"2773","46041","Dewey County, South Dakota","P002001",5301
"2774","46065","Hughes County, South Dakota","P002001",17022
"2775","46045","Edmunds County, South Dakota","P002001",4071
"2776","46047","Fall River County, South Dakota","P002001",7094
"2777","46049","Faulk County, South Dakota","P002001",2364
"2778","46051","Grant County, South Dakota","P002001",7356
"2779","46053","Gregory County, South Dakota","P002001",4271
"2780","46055","Haakon County, South Dakota","P002001",1937
"2781","46061","Hanson County, South Dakota","P002001",3331
"2782","46063","Harding County, South Dakota","P002001",1255
"2783","46057","Hamlin County, South Dakota","P002001",5903
"2784","46059","Hand County, South Dakota","P002001",3431
"2785","46077","Kingsbury County, South Dakota","P002001",5148
"2786","46067","Hutchinson County, South Dakota","P002001",7343
"2787","46069","Hyde County, South Dakota","P002001",1420
"2788","46071","Jackson County, South Dakota","P002001",3031
"2789","46073","Jerauld County, South Dakota","P002001",2071
"2790","46075","Jones County, South Dakota","P002001",1006
"2791","46089","McPherson County, South Dakota","P002001",2459
"2792","46079","Lake County, South Dakota","P002001",11200
"2793","46081","Lawrence County, South Dakota","P002001",24097
"2794","46083","Lincoln County, South Dakota","P002001",44828
"2795","46085","Lyman County, South Dakota","P002001",3755
"2796","46087","McCook County, South Dakota","P002001",5618
"2797","53039","Klickitat County, Washington","P002001",20318
"2798","53025","Grant County, Washington","P002001",89120
"2799","53027","Grays Harbor County, Washington","P002001",72797
"2800","53029","Island County, Washington","P002001",78506
"2801","53031","Jefferson County, Washington","P002001",29872
"2802","53033","King County, Washington","P002001",1931249
"2803","53035","Kitsap County, Washington","P002001",251133
"2804","53041","Lewis County, Washington","P002001",75455
"2805","53037","Kittitas County, Washington","P002001",40915
"2806","53057","Skagit County, Washington","P002001",116901
"2807","53043","Lincoln County, Washington","P002001",10570
"2808","53045","Mason County, Washington","P002001",60699
"2809","53047","Okanogan County, Washington","P002001",41120
"2810","53049","Pacific County, Washington","P002001",20920
"2811","53051","Pend Oreille County, Washington","P002001",13001
"2812","53053","Pierce County, Washington","P002001",795225
"2813","53055","San Juan County, Washington","P002001",15769
"2814","53069","Wahkiakum County, Washington","P002001",3978
"2815","53059","Skamania County, Washington","P002001",11066
"2816","53061","Snohomish County, Washington","P002001",713335
"2817","53063","Spokane County, Washington","P002001",471221
"2818","53065","Stevens County, Washington","P002001",43531
"2819","53067","Thurston County, Washington","P002001",252264
"2820","54013","Calhoun County, West Virginia","P002001",7627
"2821","53077","Yakima County, Washington","P002001",243231
"2822","53075","Whitman County, Washington","P002001",44776
"2823","54001","Barbour County, West Virginia","P002001",16589
"2824","53071","Walla Walla County, Washington","P002001",58781
"2825","53073","Whatcom County, Washington","P002001",201140
"2826","54005","Boone County, West Virginia","P002001",24629
"2827","54003","Berkeley County, West Virginia","P002001",104169
"2828","54007","Braxton County, West Virginia","P002001",14523
"2829","54011","Cabell County, West Virginia","P002001",96319
"2830","54009","Brooke County, West Virginia","P002001",24069
"2831","54029","Hancock County, West Virginia","P002001",30676
"2832","31131","Otoe County, Nebraska","P002001",15740
"2833","31133","Pawnee County, Nebraska","P002001",2773
"2834","31135","Perkins County, Nebraska","P002001",2970
"2835","31137","Phelps County, Nebraska","P002001",9188
"2836","31139","Pierce County, Nebraska","P002001",7266
"2837","31157","Scotts Bluff County, Nebraska","P002001",36970
"2838","31143","Polk County, Nebraska","P002001",5406
"2839","31145","Red Willow County, Nebraska","P002001",11055
"2840","31147","Richardson County, Nebraska","P002001",8363
"2841","31149","Rock County, Nebraska","P002001",1526
"2842","31151","Saline County, Nebraska","P002001",14200
"2843","31153","Sarpy County, Nebraska","P002001",158840
"2844","31155","Saunders County, Nebraska","P002001",20780
"2845","16015","Boise County, Idaho","P002001",7028
"2846","16033","Clark County, Idaho","P002001",982
"2847","31163","Sherman County, Nebraska","P002001",3152
"2848","72093","Maricao Municipio, Puerto Rico","P002001",6276
"2849","72095","Maunabo Municipio, Puerto Rico","P002001",12225
"2850","72097","Mayagüez Municipio, Puerto Rico","P002001",89080
"2851","72099","Moca Municipio, Puerto Rico","P002001",40109
"2852","72101","Morovis Municipio, Puerto Rico","P002001",32610
"2853","72103","Naguabo Municipio, Puerto Rico","P002001",26720
"2854","72113","Ponce Municipio, Puerto Rico","P002001",166327
"2855","72111","Peñuelas Municipio, Puerto Rico","P002001",24282
"2856","72105","Naranjito Municipio, Puerto Rico","P002001",30402
"2857","72107","Orocovis Municipio, Puerto Rico","P002001",23423
"2858","72109","Patillas Municipio, Puerto Rico","P002001",19277
"2859","72115","Quebradillas Municipio, Puerto Rico","P002001",25919
"2860","72117","Rincón Municipio, Puerto Rico","P002001",15200
"2861","72119","Río Grande Municipio, Puerto Rico","P002001",54304
"2862","72121","Sabana Grande Municipio, Puerto Rico","P002001",25265
"2863","72129","San Lorenzo Municipio, Puerto Rico","P002001",41058
"2864","54015","Clay County, West Virginia","P002001",9386
"2865","54017","Doddridge County, West Virginia","P002001",8202
"2866","54019","Fayette County, West Virginia","P002001",46039
"2867","54021","Gilmer County, West Virginia","P002001",8693
"2868","54023","Grant County, West Virginia","P002001",11937
"2869","54025","Greenbrier County, West Virginia","P002001",35480
"2870","54027","Hampshire County, West Virginia","P002001",23964
"2871","54041","Lewis County, West Virginia","P002001",16372
"2872","54031","Hardy County, West Virginia","P002001",14025
"2873","54033","Harrison County, West Virginia","P002001",69099
"2874","54035","Jackson County, West Virginia","P002001",29211
"2875","54037","Jefferson County, West Virginia","P002001",53498
"2876","54039","Kanawha County, West Virginia","P002001",193063
"2877","72127","San Juan Municipio, Puerto Rico","P002001",395326
"2878","72123","Salinas Municipio, Puerto Rico","P002001",31078
"2879","72125","San Germán Municipio, Puerto Rico","P002001",35527
"2880","72131","San Sebastián Municipio, Puerto Rico","P002001",42430
"2881","72133","Santa Isabel Municipio, Puerto Rico","P002001",23274
"2882","72141","Utuado Municipio, Puerto Rico","P002001",33149
"2883","72139","Trujillo Alto Municipio, Puerto Rico","P002001",74842
"2884","72135","Toa Alta Municipio, Puerto Rico","P002001",74066
"2885","72137","Toa Baja Municipio, Puerto Rico","P002001",89609
"2886","72143","Vega Alta Municipio, Puerto Rico","P002001",39951
"2887","72145","Vega Baja Municipio, Puerto Rico","P002001",59662
"2888","72147","Vieques Municipio, Puerto Rico","P002001",9301
"2889","72149","Villalba Municipio, Puerto Rico","P002001",26073
"2890","72151","Yabucoa Municipio, Puerto Rico","P002001",37941
"2891","72153","Yauco Municipio, Puerto Rico","P002001",42043
"2892","16021","Boundary County, Idaho","P002001",10972
"2893","16017","Bonner County, Idaho","P002001",40877
"2894","16019","Bonneville County, Idaho","P002001",104234
"2895","16023","Butte County, Idaho","P002001",2891
"2896","16025","Camas County, Idaho","P002001",1117
"2897","16027","Canyon County, Idaho","P002001",188923
"2898","16029","Caribou County, Idaho","P002001",6963
"2899","16031","Cassia County, Idaho","P002001",22952
"2900","16049","Idaho County, Idaho","P002001",16267
"2901","16035","Clearwater County, Idaho","P002001",8761
"2902","16037","Custer County, Idaho","P002001",4368
"2903","16039","Elmore County, Idaho","P002001",27038
"2904","16041","Franklin County, Idaho","P002001",12786
"2905","16043","Fremont County, Idaho","P002001",13242
"2906","16045","Gem County, Idaho","P002001",16719
"2907","16047","Gooding County, Idaho","P002001",15464
"2908","16061","Lewis County, Idaho","P002001",3821
"2909","16051","Jefferson County, Idaho","P002001",26140
"2910","16053","Jerome County, Idaho","P002001",22374
"2911","16055","Kootenai County, Idaho","P002001",138494
"2912","16057","Latah County, Idaho","P002001",37244
"2913","16059","Lemhi County, Idaho","P002001",7936
"2914","16083","Twin Falls County, Idaho","P002001",77230
"2915","16063","Lincoln County, Idaho","P002001",5208
"2916","16065","Madison County, Idaho","P002001",37536
"2917","16067","Minidoka County, Idaho","P002001",20069
"2918","16069","Nez Perce County, Idaho","P002001",39265
"2919","16071","Oneida County, Idaho","P002001",4286
"2920","16079","Shoshone County, Idaho","P002001",12765
"2921","16081","Teton County, Idaho","P002001",10170
"2922","16073","Owyhee County, Idaho","P002001",11526
"2923","16075","Payette County, Idaho","P002001",22623
"2924","16077","Power County, Idaho","P002001",7817
"2925","17023","Clark County, Illinois","P002001",16335
"2926","16085","Valley County, Idaho","P002001",9862
"2927","16087","Washington County, Idaho","P002001",10198
"2928","17001","Adams County, Illinois","P002001",67103
"2929","17019","Champaign County, Illinois","P002001",201081
"2930","17021","Christian County, Illinois","P002001",34800
"2931","17013","Calhoun County, Illinois","P002001",5089
"2932","17017","Cass County, Illinois","P002001",13642
"2933","17015","Carroll County, Illinois","P002001",15387
"2934","17003","Alexander County, Illinois","P002001",8238
"2935","17007","Boone County, Illinois","P002001",54165
"2936","17005","Bond County, Illinois","P002001",17768
"2937","17011","Bureau County, Illinois","P002001",34978
"2938","17009","Brown County, Illinois","P002001",6937
"2939","25027","Worcester County, Massachusetts","P002001",798552
"2940","26001","Alcona County, Michigan","P002001",10942
"2941","26009","Antrim County, Michigan","P002001",23580
"2942","54043","Lincoln County, West Virginia","P002001",21720
"2943","54045","Logan County, West Virginia","P002001",36743
"2944","54047","McDowell County, West Virginia","P002001",22113
"2945","54049","Marion County, West Virginia","P002001",56418
"2946","54051","Marshall County, West Virginia","P002001",33107
"2947","54053","Mason County, West Virginia","P002001",27324
"2948","54059","Mingo County, West Virginia","P002001",26839
"2949","54055","Mercer County, West Virginia","P002001",62264
"2950","26005","Allegan County, Michigan","P002001",111408
"2951","26003","Alger County, Michigan","P002001",9601
"2952","26007","Alpena County, Michigan","P002001",29598
"2953","26011","Arenac County, Michigan","P002001",15899
"2954","26013","Baraga County, Michigan","P002001",8860
"2955","26041","Delta County, Michigan","P002001",37069
"2956","26015","Barry County, Michigan","P002001",59173
"2957","26017","Bay County, Michigan","P002001",107771
"2958","26019","Benzie County, Michigan","P002001",17525
"2959","26021","Berrien County, Michigan","P002001",156813
"2960","26023","Branch County, Michigan","P002001",45248
"2961","26025","Calhoun County, Michigan","P002001",136146
"2962","26027","Cass County, Michigan","P002001",52293
"2963","26029","Charlevoix County, Michigan","P002001",25949
"2964","26031","Cheboygan County, Michigan","P002001",26152
"2965","26033","Chippewa County, Michigan","P002001",38520
"2966","26035","Clare County, Michigan","P002001",30926
"2967","26037","Clinton County, Michigan","P002001",75382
"2968","26039","Crawford County, Michigan","P002001",14074
"2969","26045","Eaton County, Michigan","P002001",107759
"2970","26043","Dickinson County, Michigan","P002001",26168
"2971","26047","Emmet County, Michigan","P002001",32694
